NMec = 2020
T = 33
P = 6
Profits not ignored
Best Profit = 54283
Best Assigned = 4
Solution time = 9.945e+00
Task date  Profit    P
  1   44    8870     0   
  2   9     1572     1   
  2   54    12088    2   
  3   11    1411     3   
  3   18    4151     4   
  4   12    760      5   
  4   53    9305     -1  
  5   13    1132     -1  
  5   21    1557     -1  
  6   11    647      -1  
  6   23    1536     -1  
  6   52    6839     -1  
  7   20    2536     -1  
  11  38    2117     1   
  12  23    1543     3   
  13  27    3646     5   
  14  22    573      -1  
  14  25    1324     -1  
  14  36    1781     -1  
  15  25    3015     -1  
  21  30    1432     4   
  22  27    558      -1  
  23  33    940      -1  
  28  37    1653     3   
  30  40    1160     5   
  30  48    1524     -1  
  31  47    910      4   
  33  43    1533     -1  
  33  45    1324     -1  
  34  40    853      -1  
  35  44    1602     -1  
  42  54    2127     1   
  47  51    998      0   
End
