NMec = 2020
T = 25
P = 2
Profits not ignored
Best Profit = 33606
Best Assigned = 32518
Solution time = 1.301e-03
Task date  Profit    P
  1   15    1808     0   
  2   14    1818     1   
  6   107   12628    -1  
  10  122   11580    -1  
  15  26    2365     1   
  17  30    2302     0   
  22  49    5322     -1  
  23  42    1546     -1  
  25  30    532      -1  
  25  31    2031     -1  
  26  33    1256     -1  
  29  48    4440     1   
  30  41    1223     -1  
  34  51    1662     0   
  34  52    2500     -1  
  35  53    4258     -1  
  43  102   8782     -1  
  47  67    5626     -1  
  48  62    2837     -1  
  73  82    1310     0   
  75  88    1364     1   
  77  114   7863     -1  
  89  114   4820     0   
  101 122   3590     1   
  106 113   1819     -1  
End
