NMec = 2020
T = 24
P = 4
Profits not ignored
Best Profit = 31714
Best Assigned = 32751
Solution time = 3.021e-02
Task date  Profit    P
  0   10    1532     0   
  0   55    8321     1   
  1   9     958      2   
  1   23    2783     3   
  2   17    1110     -1  
  12  24    3054     0   
  12  24    1051     2   
  14  24    983      -1  
  14  41    2243     -1  
  15  38    4026     -1  
  19  44    3516     -1  
  24  43    3047     3   
  25  38    1435     0   
  27  34    839      2   
  29  41    2490     -1  
  33  34    241      -1  
  33  50    1233     -1  
  35  44    982      2   
  36  40    1270     -1  
  40  45    774      0   
  41  46    1417     -1  
  43  56    1583     -1  
  48  56    1898     0   
  57  59    605      0   
End
