NMec = 2020
T = 38
P = 7
Profits not ignored
Best Profit = 50543
Best Assigned = 32767
Solution time = 4.045e+02
Task date  Profit    P
  0   12    1256     0   
  0   14    3386     1   
  0   43    6155     2   
  1   21    4136     3   
  1   52    5534     4   
  2   18    3085     5   
  2   20    1777     6   
  3   12    1868     -1  
  3   22    1733     -1  
  3   26    1308     -1  
  4   51    8751     -1  
  5   10    1037     -1  
  5   12    1448     -1  
  5   13    1152     -1  
  5   47    6079     -1  
  7   27    2658     -1  
  10  21    1388     -1  
  12  20    1477     -1  
  12  22    2011     -1  
  13  37    2066     0   
  14  22    1293     -1  
  18  26    861      1   
  20  31    2154     5   
  21  43    1801     6   
  22  26    723      3   
  22  46    3723     -1  
  24  43    1705     -1  
  29  34    535      1   
  29  42    1272     3   
  30  40    1123     -1  
  31  45    1842     -1  
  33  46    2361     5   
  39  53    2271     0   
  41  44    479      1   
  41  50    1044     -1  
  46  50    1005     1   
  46  52    575      2   
  47  48    225      3   
End
