NMec = 2020
T = 31
P = 2
Profits not ignored
Best Profit = 53476
Best Assigned = 32690
Solution time = 2.923e-02
Task date  Profit    P
  3   20    3696     0   
  7   33    3067     1   
  11  30    1470     -1  
  12  129   32784    -1  
  22  140   15620    0   
  29  39    2053     -1  
  35  60    3139     1   
  38  55    1334     -1  
  44  67    2443     -1  
  47  63    3621     -1  
  48  57    2028     -1  
  51  79    2241     -1  
  52  67    1937     -1  
  53  63    2629     -1  
  53  68    3993     -1  
  55  73    2565     -1  
  60  79    3472     -1  
  76  93    1284     1   
  79  85    547      -1  
  100 103   488      1   
  101 118   4082     -1  
  102 126   4299     -1  
  110 124   3212     1   
  110 125   2356     -1  
  111 127   2006     -1  
  116 126   1432     -1  
  117 134   1983     -1  
  119 138   4185     -1  
  125 129   598      1   
  143 146   813      0   
  147 148   363      0   
End
