NMec = 2020
T = 37
P = 8
Profits not ignored
Best Profit = 54508
Best Assigned = 2140594248
Solution time = 7.079e+02
Task date  Profit    P
  0   9     1097     0   
  0   11    2263     1   
  1   19    3514     2   
  2   12    2419     3   
  4   5     191      4   
  4   15    1103     5   
  5   12    1406     6   
  5   13    1598     7   
  5   19    3417     -1  
  6   19    1674     4   
  6   22    1783     -1  
  6   30    7201     -1  
  7   30    2073     -1  
  9   22    1565     -1  
  9   28    1505     -1  
  9   29    2311     -1  
  11  21    2246     0   
  13  25    853      1   
  15  29    2582     3   
  17  25    666      5   
  18  31    1679     6   
  19  20    404      7   
  19  36    2497     -1  
  21  40    3114     2   
  22  32    1593     0   
  22  39    3558     4   
  23  28    700      7   
  23  32    2499     -1  
  23  33    1876     -1  
  24  45    1836     -1  
  30  45    1118     1   
  32  39    770      3   
  32  43    2485     5   
  33  42    1711     0   
  34  42    2427     6   
  34  46    2308     7   
  35  44    1425     -1  
End
