NMec = 2020
T = 34
P = 7
Profits not ignored
Best Profit = 45282
Best Assigned = 32666
Solution time = 4.631e+01
Task date  Profit    P
  0   11    1166     0   
  0   14    1504     1   
  2   14    1857     2   
  2   15    1703     3   
  3   4     285      4   
  3   19    2378     5   
  4   17    2115     6   
  5   18    1962     4   
  6   47    11555    -1  
  7   13    392      -1  
  8   23    1680     -1  
  9   18    1216     -1  
  9   18    2180     -1  
  9   33    3379     -1  
  10  17    996      -1  
  12  25    1375     0   
  13  26    2044     -1  
  14  30    1583     -1  
  15  34    2270     1   
  17  25    1723     2   
  17  26    743      3   
  17  28    1191     -1  
  18  34    2808     6   
  21  23    423      4   
  21  30    1209     5   
  21  36    3487     -1  
  23  35    3238     -1  
  24  31    551      4   
  24  37    1549     -1  
  26  41    2347     0   
  29  47    2299     2   
  31  41    2629     3   
  31  45    1401     5   
  32  46    1659     4   
End
