NMec = 2020
T = 17
P = 6
Profits not ignored
Best Profit = 27072
Best Assigned = -1025029296
Solution time = 9.233e-04
Task date  Profit    P
  0   22    4928     0   
  0   23    3011     1   
  0   25    4794     2   
  0   25    6048     3   
  1   13    1840     4   
  1   25    3228     5   
  3   17    2929     -1  
  5   29    2201     -1  
  6   28    4200     -1  
  7   29    3159     -1  
  8   15    1598     -1  
  10  20    1370     -1  
  11  18    1463     -1  
  12  24    2386     -1  
  15  27    1503     4   
  16  23    1496     -1  
  21  28    830      -1  
End
