NMec = 2020
T = 15
P = 3
Profits not ignored
Best Profit = 24651
Best Assigned = 32765
Solution time = 1.444e-04
Task date  Profit    P
  0   19    2681     0   
  1   7     1783     1   
  1   13    951      2   
  1   44    3454     -1  
  3   49    6750     -1  
  5   13    1089     -1  
  6   9     434      -1  
  10  27    2636     1   
  10  30    5765     -1  
  12  35    3327     -1  
  22  41    5805     0   
  26  34    1730     2   
  28  41    1827     1   
  28  48    4996     -1  
  33  35    459      -1  
End
