NMec = 2020
T = 33
P = 7
Profits not ignored
Best Profit = 53475
Best Assigned = 32767
Solution time = 1.433e+01
Task date  Profit    P
  0   17    3749     0   
  1   2     334      1   
  1   15    3255     2   
  1   16    2343     3   
  2   5     492      4   
  5   21    2427     1   
  6   45    5699     4   
  7   14    1354     5   
  7   26    2037     6   
  9   37    5732     -1  
  9   45    7261     -1  
  10  30    3151     -1  
  12  23    1115     -1  
  13  29    3160     -1  
  14  24    1669     -1  
  16  27    1420     2   
  16  32    2863     5   
  20  25    1717     0   
  20  32    3278     3   
  21  41    2151     -1  
  22  46    2727     1   
  23  41    1632     -1  
  23  42    5126     -1  
  26  28    787      0   
  26  37    2489     -1  
  26  40    2855     -1  
  26  43    4006     -1  
  27  30    503      6   
  27  36    1134     -1  
  34  40    730      0   
  34  47    3150     2   
  35  45    1313     3   
  43  46    730      0   
End
