NMec = 2020
T = 14
P = 8
Profits not ignored
Best Profit = 27257
Best Assigned = 1777375681
Solution time = 3.835e-04
Task date  Profit    P
  0   15    1467     0   
  1   8     712      1   
  1   24    4999     2   
  1   28    2297     3   
  2   3     440      4   
  2   9     869      5   
  5   28    3484     4   
  7   29    4815     6   
  9   20    1625     1   
  10  18    2494     5   
  10  24    2141     7   
  11  17    582      -1  
  11  24    2860     -1  
  21  25    521      0   
End
