NMec = 2020
T = 39
P = 7
Profits not ignored
Best Profit = 51108
Best Assigned = 0
Solution time = 4.388e+02
Task date  Profit    P
  0   18    1973     0   
  0   22    4375     1   
  0   52    5716     2   
  1   4     307      3   
  3   12    1050     4   
  4   23    1677     5   
  7   12    665      3   
  8   30    3288     6   
  8   35    5086     -1  
  9   47    6268     -1  
  10  24    2589     -1  
  12  20    1771     -1  
  12  21    1303     -1  
  16  31    2029     3   
  16  31    2439     4   
  17  29    2665     -1  
  18  26    1918     -1  
  18  33    1595     -1  
  18  33    3510     -1  
  20  29    1181     0   
  20  36    3433     -1  
  21  47    4328     -1  
  22  29    2022     -1  
  22  47    4324     -1  
  26  28    616      1   
  26  42    2237     5   
  27  45    2083     -1  
  28  46    1435     -1  
  28  47    5563     -1  
  30  51    2060     0   
  30  53    1826     1   
  31  49    2825     6   
  32  55    2242     3   
  36  41    1272     4   
  36  51    2270     -1  
  37  55    1746     -1  
  40  53    2183     -1  
  42  50    1484     4   
  47  52    842      5   
End
