NMec = 2020
T = 35
P = 3
Profits not ignored
Best Profit = 52327
Best Assigned = 386902504
Solution time = 1.407e+01
Task date  Profit    P
  0   6     1358     0   
  8   31    1841     0   
  12  27    3970     1   
  15  26    1345     2   
  18  35    4456     -1  
  19  29    2452     -1  
  22  33    1568     -1  
  26  116   20003    -1  
  33  52    2350     0   
  40  47    1087     1   
  47  55    858      2   
  52  63    2016     1   
  54  60    1679     0   
  54  73    3259     -1  
  59  68    1900     2   
  66  84    1241     0   
  69  80    1764     1   
  69  83    3195     2   
  73  97    2438     -1  
  76  86    1228     -1  
  77  84    2219     -1  
  77  88    1828     -1  
  82  89    2239     1   
  83  86    656      -1  
  83  92    1153     -1  
  84  92    1909     2   
  86  93    1347     0   
  93  104   1122     1   
  94  103   1720     0   
  94  107   1231     2   
  95  96    362      -1  
  95  111   2293     -1  
  104 113   1145     0   
  106 107   479      1   
  106 112   821      -1  
End
