NMec = 2020
T = 38
P = 4
Profits not ignored
Best Profit = 59975
Best Assigned = 32510
Solution time = 2.020e+01
Task date  Profit    P
  0   94    14669    0   
  2   22    2714     1   
  9   24    2976     2   
  10  26    2766     3   
  11  16    1297     -1  
  11  80    7646     -1  
  11  93    9979     -1  
  13  92    6992     -1  
  15  28    2926     -1  
  20  37    3000     -1  
  20  46    5833     -1  
  25  35    841      1   
  28  32    554      2   
  30  94    14064    3   
  31  51    2928     -1  
  33  57    2935     2   
  36  54    2888     1   
  39  47    1207     -1  
  39  94    7707     -1  
  43  62    4381     -1  
  45  60    1575     -1  
  47  62    1751     -1  
  48  54    738      -1  
  49  63    3935     -1  
  51  79    6519     -1  
  54  71    2917     -1  
  56  73    1619     1   
  57  65    1591     -1  
  59  65    880      2   
  65  84    2039     -1  
  66  69    677      2   
  68  76    1554     -1  
  68  85    1865     -1  
  68  89    3581     -1  
  77  90    3078     1   
  77  92    3200     2   
  81  90    954      -1  
  88  92    443      -1  
End
