NMec = 2020
T = 26
P = 2
Profits not ignored
Best Profit = 36221
Best Assigned = 0
Solution time = 5.825e-03
Task date  Profit    P
  1   27    6051     0   
  3   12    932      1   
  5   18    1779     -1  
  6   105   14506    -1  
  9   26    4190     -1  
  10  18    2067     -1  
  11  19    1215     -1  
  12  24    2850     -1  
  14  25    2432     1   
  22  28    1679     -1  
  29  48    2939     0   
  40  61    3582     1   
  45  66    3932     -1  
  53  65    925      0   
  53  67    2732     -1  
  54  80    2649     -1  
  62  84    5720     1   
  63  73    2759     -1  
  69  75    1124     0   
  69  88    1333     -1  
  83  92    999      0   
  86  93    1848     1   
  87  112   4801     -1  
  88  94    587      -1  
  89  104   837      -1  
  98  112   3234     0   
End
