NMec = 2020
T = 36
P = 4
Profits not ignored
Best Profit = 51893
Best Assigned = 32767
Solution time = 6.871e+01
Task date  Profit    P
  0   10    900      0   
  1   12    2731     1   
  1   64    8030     2   
  2   5     508      3   
  2   26    3446     -1  
  4   9     538      -1  
  4   16    1001     -1  
  7   33    5956     3   
  8   12    1073     -1  
  12  27    1989     0   
  14  26    2023     1   
  19  22    377      -1  
  24  41    1047     -1  
  25  29    634      -1  
  25  30    1050     -1  
  26  30    320      -1  
  26  47    1918     -1  
  33  39    918      0   
  35  41    590      1   
  35  51    2306     3   
  39  45    1022     -1  
  40  48    1862     0   
  40  86    11071    -1  
  44  53    1237     1   
  44  89    3525     -1  
  47  64    2625     -1  
  48  50    669      -1  
  49  74    4664     0   
  50  59    2585     -1  
  50  70    4341     -1  
  54  73    2219     1   
  61  78    2747     3   
  64  66    336      -1  
  67  75    1397     2   
  72  86    1567     -1  
  75  87    2357     0   
End
