NMec = 2020
T = 22
P = 7
Profits not ignored
Best Profit = 28617
Best Assigned = -1602751232
Solution time = 1.012e-02
Task date  Profit    P
  0   11    1182     0   
  0   18    2489     1   
  1   26    3369     2   
  3   15    1243     3   
  3   23    3431     4   
  4   22    1377     5   
  4   25    1545     6   
  5   24    4020     -1  
  6   17    2096     -1  
  6   31    3448     -1  
  7   25    2033     -1  
  8   16    1197     -1  
  9   21    1833     -1  
  9   26    2057     -1  
  10  28    2811     -1  
  10  31    5455     -1  
  11  20    2120     -1  
  12  24    2300     0   
  14  27    1442     -1  
  14  27    2591     -1  
  18  25    1971     3   
  25  31    1054     0   
End
