NMec = 2020
T = 33
P = 5
Profits not ignored
Best Profit = 50982
Best Assigned = 32766
Solution time = 1.125e+01
Task date  Profit    P
  1   13    2156     0   
  2   13    1847     1   
  2   59    13526    2   
  5   11    1271     3   
  5   12    883      4   
  5   24    1778     -1  
  9   19    1188     -1  
  9   25    2007     -1  
  10  18    1932     -1  
  10  20    1903     -1  
  12  20    1622     3   
  13  20    2248     4   
  13  35    2524     -1  
  14  39    5939     0   
  17  27    2869     1   
  18  37    1530     -1  
  21  26    1448     3   
  28  36    1064     1   
  30  45    3046     3   
  31  44    893      4   
  32  47    3226     -1  
  32  56    2484     -1  
  33  41    2424     -1  
  34  49    1399     -1  
  37  54    1503     1   
  40  49    1376     0   
  41  54    1110     -1  
  44  62    2024     -1  
  45  61    1012     4   
  47  55    1157     3   
  49  59    1523     -1  
  51  63    1807     0   
  55  65    1747     1   
End
