NMec = 2020
T = 26
P = 8
Profits not ignored
Best Profit = 31632
Best Assigned = 195
Solution time = 1.174e-01
Task date  Profit    P
  0   10    893      0   
  1   19    3036     1   
  1   23    2149     2   
  2   23    2537     3   
  3   26    5562     4   
  4   16    1225     5   
  4   19    3253     6   
  4   22    3511     7   
  6   9     307      -1  
  6   24    2124     -1  
  7   31    1878     -1  
  8   27    2620     -1  
  8   30    3646     -1  
  9   19    1013     -1  
  9   23    3069     -1  
  9   29    2251     -1  
  9   32    4429     -1  
  11  16    1131     0   
  11  30    3145     -1  
  12  23    1967     -1  
  12  25    2409     -1  
  13  20    963      -1  
  13  25    1017     -1  
  14  24    847      -1  
  17  20    631      0   
  23  28    1088     0   
End
