NMec = 2020
T = 15
P = 4
Profits not ignored
Best Profit = 15462
Best Assigned = 0
Solution time = 2.834e-04
Task date  Profit    P
  1   11    2501     0   
  3   9     737      1   
  3   25    2267     2   
  6   18    2234     3   
  8   29    2004     -1  
  9   23    1450     -1  
  10  32    2244     1   
  11  16    737      -1  
  11  37    1832     -1  
  16  33    1466     0   
  17  32    3455     -1  
  21  26    1170     3   
  21  27    1183     -1  
  22  30    1338     -1  
  29  36    686      2   
End
