NMec = 2020
T = 19
P = 5
Profits not ignored
Best Profit = 24031
Best Assigned = 32593
Solution time = 5.122e-03
Task date  Profit    P
  1   8     768      0   
  1   14    1028     1   
  3   19    2427     2   
  4   10    806      3   
  4   11    1574     4   
  4   22    2147     -1  
  7   8     472      -1  
  9   27    5109     0   
  11  35    5654     3   
  12  33    2871     4   
  13  14    357      -1  
  13  32    1861     -1  
  13  36    2884     -1  
  14  34    3019     -1  
  16  32    2622     1   
  18  37    2312     -1  
  19  27    1013     -1  
  19  29    2250     -1  
  26  33    1024     2   
End
