NMec = 2020
T = 38
P = 3
Profits not ignored
Best Profit = 51512
Best Assigned = 0
Solution time = 3.707e+01
Task date  Profit    P
  1   10    1389     0   
  2   104   19098    1   
  4   29    4427     2   
  5   8     817      -1  
  6   103   7554     -1  
  7   18    1669     -1  
  8   30    1943     -1  
  10  30    1513     -1  
  10  32    2649     -1  
  11  14    432      0   
  13  22    1933     -1  
  23  35    2126     0   
  26  51    3877     -1  
  38  47    839      0   
  40  48    1800     2   
  41  57    3819     -1  
  44  57    2552     -1  
  50  55    1145     0   
  53  63    865      2   
  58  97    4254     0   
  59  72    1788     -1  
  67  70    533      2   
  68  82    2250     -1  
  69  85    2761     -1  
  74  81    783      2   
  78  83    569      -1  
  78  90    1346     -1  
  83  98    2000     2   
  87  97    1675     -1  
  88  102   1658     -1  
  89  110   3055     -1  
  91  108   3097     -1  
  92  118   3095     -1  
  93  96    575      -1  
  95  96    144      -1  
  96  100   507      -1  
  115 122   1901     0   
  118 125   1787     1   
End
