NMec = 2020
T = 25
P = 4
Profits not ignored
Best Profit = 31119
Best Assigned = 0
Solution time = 4.890e-02
Task date  Profit    P
  4   18    3262     0   
  4   19    2966     1   
  4   61    5850     2   
  7   29    3706     3   
  8   18    1452     -1  
  10  19    1292     -1  
  13  16    788      -1  
  14  38    2778     -1  
  15  23    1168     -1  
  15  24    1587     -1  
  15  29    1659     -1  
  28  36    2596     0   
  28  42    1930     1   
  29  37    1845     -1  
  30  37    1060     3   
  34  48    3487     -1  
  40  49    1121     0   
  40  52    2199     3   
  41  46    404      -1  
  42  52    1207     -1  
  42  56    3102     -1  
  44  56    2579     1   
  46  57    1799     -1  
  50  56    766      0   
  52  61    1641     -1  
End
