NMec = 2020
T = 14
P = 2
Profits not ignored
Best Profit = 15287
Best Assigned = 0
Solution time = 2.761e-05
Task date  Profit    P
  2   14    1918     0   
  6   22    3605     1   
  7   33    1977     -1  
  8   17    795      -1  
  8   69    7199     -1  
  13  34    3479     -1  
  13  36    4424     -1  
  16  26    1168     0   
  19  33    1459     -1  
  28  46    2030     0   
  29  30    343      1   
  39  55    2871     1   
  56  63    710      0   
  61  64    793      1   
End
