NMec = 2020
T = 34
P = 4
Profits not ignored
Best Profit = 47371
Best Assigned = 0
Solution time = 6.736e+00
Task date  Profit    P
  5   28    1999     0   
  5   66    9756     1   
  6   16    1565     2   
  6   22    2843     3   
  8   15    1766     -1  
  8   71    9108     -1  
  10  20    1229     -1  
  14  20    1667     -1  
  15  33    3481     -1  
  20  24    685      2   
  20  36    2786     -1  
  21  22    241      -1  
  23  59    5786     3   
  25  36    1745     2   
  26  42    1701     -1  
  28  47    3598     -1  
  29  36    1351     0   
  29  52    3545     -1  
  31  39    1926     -1  
  37  50    2517     0   
  37  52    3878     2   
  41  67    2451     -1  
  41  75    4712     -1  
  42  60    2126     -1  
  43  47    1343     -1  
  45  57    2814     -1  
  55  61    593      0   
  56  80    4978     2   
  59  83    3856     -1  
  61  81    3584     3   
  62  77    1972     0   
  67  75    1148     1   
  73  83    1113     -1  
  74  76    421      -1  
End
