NMec = 2020
T = 18
P = 6
Profits not ignored
Best Profit = 22545
Best Assigned = 0
Solution time = 1.454e-03
Task date  Profit    P
  0   8     1032     0   
  1   18    2689     1   
  2   22    4861     2   
  2   24    2494     3   
  3   16    3075     4   
  3   24    2775     5   
  4   16    2005     -1  
  5   25    2692     -1  
  7   29    3143     -1  
  8   23    1592     -1  
  8   29    1588     -1  
  9   15    1986     0   
  9   19    1346     -1  
  9   21    2330     -1  
  11  19    2148     -1  
  12  26    1799     -1  
  16  29    1481     0   
  20  28    1500     1   
End
