NMec = 2020
T = 27
P = 6
Profits not ignored
Best Profit = 41954
Best Assigned = 2010213104
Solution time = 1.568e-01
Task date  Profit    P
  0   38    5432     0   
  0   42    4431     1   
  1   40    6773     2   
  1   43    6966     3   
  3   6     1045     4   
  4   15    1372     5   
  5   21    2319     -1  
  6   23    2924     -1  
  7   23    974      4   
  7   31    3485     -1  
  8   25    1517     -1  
  10  26    3182     -1  
  12  18    1480     -1  
  12  18    847      -1  
  12  31    3630     -1  
  14  27    1417     -1  
  17  29    3415     5   
  18  42    3804     -1  
  20  25    1001     -1  
  22  26    786      -1  
  22  32    1636     -1  
  24  30    1275     4   
  24  44    4794     -1  
  26  43    4363     -1  
  30  40    2147     5   
  32  38    1817     4   
  32  44    2044     -1  
End
