NMec = 2020
T = 23
P = 6
Profits not ignored
Best Profit = 31786
Best Assigned = 0
Solution time = 5.876e-02
Task date  Profit    P
  0   4     789      0   
  1   26    3742     1   
  3   20    2448     2   
  4   23    2071     3   
  6   9     694      0   
  6   16    1150     4   
  7   11    1441     5   
  8   29    3711     -1  
  9   24    1426     -1  
  9   38    5229     -1  
  15  28    2502     0   
  16  24    2214     5   
  19  29    2227     4   
  20  37    4718     -1  
  21  37    1835     2   
  22  36    1604     -1  
  24  37    811      3   
  25  29    877      5   
  25  31    1339     -1  
  27  36    874      1   
  28  37    1116     -1  
  30  35    1608     0   
  33  37    446      4   
End
