NMec = 2020
T = 25
P = 3
Profits not ignored
Best Profit = 39540
Best Assigned = -481846847
Solution time = 9.253e-03
Task date  Profit    P
  3   82    10978    0   
  4   28    3690     1   
  4   76    9607     2   
  7   10    875      -1  
  9   22    3251     -1  
  12  26    2960     -1  
  14  38    2181     -1  
  15  17    413      -1  
  17  80    16202    -1  
  18  21    379      -1  
  21  33    2052     -1  
  31  40    1336     1   
  36  50    1083     -1  
  39  42    639      -1  
  39  55    2096     -1  
  39  58    1480     -1  
  44  47    725      1   
  44  57    1907     -1  
  44  63    2518     -1  
  44  68    2962     -1  
  52  63    1474     1   
  52  68    1382     -1  
  55  63    1208     -1  
  58  75    4552     -1  
  62  75    2068     -1  
End
