NMec = 2020
T = 21
P = 8
Profits not ignored
Best Profit = 27192
Best Assigned = 0
Solution time = 2.383e-02
Task date  Profit    P
  0   16    2059     0   
  0   16    3393     1   
  1   4     659      2   
  2   7     749      3   
  2   12    805      4   
  2   17    4606     5   
  3   11    787      6   
  3   12    2107     7   
  4   29    2552     -1  
  6   9     562      2   
  6   14    777      -1  
  6   16    1073     -1  
  8   25    1581     3   
  9   29    2063     -1  
  12  16    1105     2   
  12  29    1904     6   
  13  22    1690     4   
  13  29    1149     7   
  16  23    1448     -1  
  19  29    1435     0   
  20  24    963      1   
End
