NMec = 2020
T = 18
P = 3
Profits not ignored
Best Profit = 22416
Best Assigned = 1736415839
Solution time = 5.142e-04
Task date  Profit    P
  2   23    4336     0   
  6   13    1292     1   
  10  24    2482     2   
  14  31    2208     1   
  17  31    2455     -1  
  21  27    584      -1  
  26  37    1418     0   
  27  38    2407     2   
  27  41    2176     -1  
  30  49    1417     -1  
  31  50    3920     -1  
  33  48    1246     1   
  33  50    2043     -1  
  34  58    3262     -1  
  36  50    2020     -1  
  36  50    1403     -1  
  40  51    2262     0   
  40  53    1163     2   
End
