NMec = 2020
T = 27
P = 4
Profits not ignored
Best Profit = 39362
Best Assigned = 1736415839
Solution time = 4.985e-02
Task date  Profit    P
  0   65    9203     0   
  3   39    5897     1   
  4   13    1889     2   
  4   43    5701     3   
  6   57    11432    -1  
  7   21    3744     -1  
  11  32    4466     -1  
  16  22    919      2   
  16  23    1042     -1  
  22  33    1597     -1  
  23  33    1720     2   
  24  47    4784     -1  
  25  34    1781     -1  
  26  35    1047     -1  
  26  45    2743     -1  
  27  35    998      -1  
  27  43    3615     -1  
  31  33    310      -1  
  33  38    1211     -1  
  33  55    1934     -1  
  35  46    1590     2   
  41  43    329      1   
  41  46    781      -1  
  44  52    1151     1   
  45  58    2614     3   
  46  62    2278     -1  
  53  60    1039     1   
End
