NMec = 2020
T = 37
P = 3
Profits not ignored
Best Profit = 56107
Best Assigned = 32715
Solution time = 1.521e+01
Task date  Profit    P
  0   10    1751     0   
  1   17    1627     1   
  4   122   24637    2   
  9   26    1738     -1  
  11  99    12802    0   
  11  122   11895    -1  
  15  24    1554     -1  
  18  32    1926     1   
  25  37    1670     -1  
  30  36    1340     -1  
  41  58    4369     1   
  41  63    4029     -1  
  45  54    817      -1  
  46  62    1597     -1  
  46  67    1861     -1  
  50  56    702      -1  
  52  53    503      -1  
  53  61    1491     -1  
  55  77    4738     -1  
  56  73    3950     -1  
  60  63    884      1   
  63  72    1398     -1  
  64  68    526      1   
  67  73    1174     -1  
  70  82    708      1   
  76  90    1804     -1  
  82  88    1273     -1  
  82  99    1505     -1  
  82  103   2670     -1  
  85  96    2412     1   
  89  98    735      -1  
  89  105   1582     -1  
  90  103   1811     -1  
  91  98    1100     -1  
  98  113   2731     1   
  103 110   1237     0   
  119 121   497      0   
End
