NMec = 2020
T = 16
P = 2
Profits not ignored
Best Profit = 19919
Best Assigned = 0
Solution time = 1.317e-04
Task date  Profit    P
  7   18    1316     0   
  10  44    2829     1   
  13  23    880      -1  
  20  34    1460     0   
  25  34    2397     -1  
  28  37    2410     -1  
  28  49    1518     -1  
  29  44    1404     -1  
  29  46    2072     -1  
  45  55    2017     0   
  47  61    3808     1   
  48  70    3046     -1  
  53  59    1298     -1  
  59  69    1205     0   
  62  77    4149     1   
  70  78    1737     0   
End
