NMec = 2020
T = 26
P = 4
Profits not ignored
Best Profit = 35486
Best Assigned = 32765
Solution time = 3.116e-02
Task date  Profit    P
  0   59    6016     0   
  4   30    4317     1   
  5   11    1214     2   
  5   24    3828     3   
  6   19    2983     -1  
  9   62    8133     -1  
  11  12    310      -1  
  13  34    2891     2   
  20  38    2729     -1  
  23  52    3572     -1  
  23  62    5869     -1  
  25  32    1699     3   
  27  50    2437     -1  
  30  39    2437     -1  
  30  40    2253     -1  
  36  50    2426     1   
  39  50    2046     2   
  40  50    1229     3   
  41  53    1916     -1  
  44  53    2909     -1  
  44  57    1594     -1  
  47  51    767      -1  
  47  58    1477     -1  
  48  59    1303     -1  
  48  64    2778     -1  
  54  64    2232     1   
End
