NMec = 2020
T = 14
P = 4
Profits not ignored
Best Profit = 22899
Best Assigned = 4
Solution time = 1.035e-04
Task date  Profit    P
  1   29    8394     0   
  3   24    3212     1   
  3   25    5145     2   
  6   22    3997     3   
  9   10    219      -1  
  9   19    1515     -1  
  11  29    4178     -1  
  12  34    2073     -1  
  13  26    2435     -1  
  17  30    2094     -1  
  17  33    2214     -1  
  18  30    3198     -1  
  21  30    1540     -1  
  24  33    966      3   
End
