NMec = 2020
T = 17
P = 7
Profits not ignored
Best Profit = 28444
Best Assigned = -829262784
Solution time = 1.154e-03
Task date  Profit    P
  0   27    3906     0   
  1   14    2978     1   
  2   20    5141     2   
  2   27    4283     3   
  3   9     518      4   
  3   14    1955     5   
  3   15    2071     6   
  3   19    1459     -1  
  3   27    4239     -1  
  4   11    1730     -1  
  6   24    2451     -1  
  7   13    1446     -1  
  9   21    1089     -1  
  12  22    1368     4   
  12  22    1057     -1  
  13  24    1899     -1  
  15  26    1817     1   
End
