NMec = 2020
T = 28
P = 1
Profits not ignored
Best Profit = 26204
Best Assigned = 0
Solution time = 3.533e-03
Task date  Profit    P
  18  30    2959     0   
  27  40    1720     -1  
  38  42    580      0   
  41  47    1359     -1  
  42  47    831      -1  
  42  49    627      -1  
  54  66    2306     0   
  54  71    2543     -1  
  56  79    2085     -1  
  62  74    2377     -1  
  69  70    484      0   
  81  93    2689     0   
  84  106   3789     -1  
  87  97    2036     -1  
  97  108   1039     0   
  111 117   782      0   
  128 148   2141     0   
  132 146   1387     -1  
  135 152   3463     -1  
  141 160   2030     -1  
  150 164   2053     0   
  178 189   1717     0   
  205 223   3517     0   
  249 269   4364     0   
  251 263   2226     -1  
  251 267   3710     -1  
  262 276   3077     -1  
  273 276   733      0   
End
