NMec = 2020
T = 31
P = 5
Profits not ignored
Best Profit = 49080
Best Assigned = 1736415839
Solution time = 1.036e+00
Task date  Profit    P
  1   59    12354    0   
  4   23    5036     1   
  6   19    3206     2   
  7   43    3573     3   
  8   12    984      4   
  8   18    1574     -1  
  9   24    2954     -1  
  11  20    2170     -1  
  11  22    2564     -1  
  11  22    2937     -1  
  15  30    1077     4   
  16  36    2630     -1  
  18  30    3009     -1  
  25  35    2793     1   
  25  44    1845     2   
  25  47    4667     -1  
  28  47    5289     -1  
  29  39    1523     -1  
  29  44    3011     -1  
  33  40    1044     4   
  33  49    1829     -1  
  34  41    756      -1  
  35  47    1743     -1  
  36  47    2353     1   
  36  48    2816     -1  
  38  55    2502     -1  
  39  52    3050     -1  
  42  56    1302     4   
  45  58    3533     2   
  46  60    2817     3   
  47  51    929      -1  
End
