NMec = 2020
T = 16
P = 1
Profits not ignored
Best Profit = 11339
Best Assigned = 1736415839
Solution time = 5.002e-05
Task date  Profit    P
  1   3     395      0   
  1   10    1371     -1  
  3   28    4374     -1  
  4   7     522      0   
  12  17    824      0   
  12  35    3692     -1  
  35  42    844      0   
  36  56    3978     -1  
  39  56    3033     -1  
  41  51    1103     -1  
  45  61    3218     0   
  56  69    1791     -1  
  84  86    530      0   
  93  101   628      0   
  94  97    375      -1  
  119 132   1140     0   
End
