NMec = 2020
T = 21
P = 3
Profits not ignored
Best Profit = 34196
Best Assigned = 4
Solution time = 1.289e-03
Task date  Profit    P
  1   69    15820    0   
  4   11    1499     1   
  4   13    2221     2   
  11  47    4328     -1  
  21  26    721      1   
  21  63    5572     2   
  26  40    1856     -1  
  27  33    1625     1   
  28  40    1436     -1  
  28  51    6265     -1  
  29  37    956      -1  
  30  41    3243     -1  
  31  39    907      -1  
  32  54    3229     -1  
  36  44    1387     1   
  37  40    516      -1  
  38  57    2488     -1  
  44  48    644      -1  
  47  61    2524     1   
  50  69    2538     -1  
  54  63    1245     -1  
End
