NMec = 2020
T = 17
P = 8
Profits not ignored
Best Profit = 31051
Best Assigned = 195
Solution time = 1.726e-03
Task date  Profit    P
  0   17    4377     0   
  1   27    2766     1   
  2   13    2255     2   
  2   19    2007     3   
  5   15    1241     4   
  6   25    2851     5   
  7   15    2057     6   
  10  29    4421     7   
  13  26    1867     -1  
  14  22    1245     2   
  15  22    791      -1  
  15  24    768      -1  
  17  29    2913     4   
  19  27    1586     0   
  19  28    1580     6   
  23  29    1142     2   
  24  27    610      3   
End
