NMec = 2020
T = 34
P = 1
Profits not ignored
Best Profit = 69382
Best Assigned = 7
Solution time = 3.215e-02
Task date  Profit    P
  5   328   69382    0   
  9   19    1221     -1  
  10  327   54139    -1  
  16  20    452      -1  
  20  38    2384     -1  
  28  204   20629    -1  
  34  47    1800     -1  
  39  54    1030     -1  
  60  64    1108     -1  
  74  86    821      -1  
  75  87    1383     -1  
  78  88    1398     -1  
  85  100   1937     -1  
  94  101   1278     -1  
  99  124   3219     -1  
  101 111   2050     -1  
  128 137   1388     -1  
  130 158   3095     -1  
  147 161   4050     -1  
  183 187   453      -1  
  184 198   3592     -1  
  190 193   537      -1  
  207 224   2727     -1  
  217 240   3464     -1  
  220 233   3027     -1  
  227 232   374      -1  
  246 301   11554    -1  
  263 279   2313     -1  
  264 266   777      -1  
  265 273   995      -1  
  283 291   1357     -1  
  288 299   2337     -1  
  308 331   4643     -1  
  315 320   508      -1  
End
