NMec = 2020
T = 29
P = 1
Profits not ignored
Best Profit = 30609
Best Assigned = 32530
Solution time = 4.449e-03
Task date  Profit    P
  6   12    1127     0   
  31  55    4826     0   
  35  42    755      -1  
  56  78    3375     0   
  57  82    3047     -1  
  60  67    773      -1  
  67  73    766      -1  
  70  87    2706     -1  
  71  103   3880     -1  
  73  85    1693     -1  
  81  91    1844     0   
  90  103   3012     -1  
  103 111   1438     0   
  103 119   3901     -1  
  104 122   2853     -1  
  111 119   1761     -1  
  130 155   2464     0   
  146 163   2079     -1  
  155 161   688      -1  
  180 204   6427     0   
  191 200   1172     -1  
  201 206   1204     -1  
  206 217   1398     0   
  222 236   1731     0   
  236 246   2294     -1  
  246 262   1769     0   
  253 267   2244     -1  
  257 269   1333     -1  
  278 285   485      0   
End
