NMec = 2020
T = 40
P = 5
Profits not ignored
Best Profit = 63014
Best Assigned = 32764
Solution time = 4.598e+02
Task date  Profit    P
  0   79    15090    0   
  1   5     558      1   
  1   20    4610     2   
  5   13    1999     3   
  6   26    2682     1   
  6   65    7139     4   
  7   12    976      -1  
  9   17    1001     -1  
  12  32    2254     -1  
  13  22    1231     -1  
  14  29    1963     3   
  14  30    1490     -1  
  14  53    3065     -1  
  18  26    1008     -1  
  21  41    5059     2   
  22  39    1850     -1  
  23  37    2067     -1  
  23  60    4373     -1  
  24  28    703      -1  
  24  38    1980     -1  
  35  40    737      1   
  36  55    4366     3   
  37  57    3037     -1  
  39  42    435      -1  
  41  50    2424     1   
  43  55    1008     2   
  43  57    1952     -1  
  45  64    3132     -1  
  47  58    1444     -1  
  47  68    3732     -1  
  48  56    1146     -1  
  48  57    1259     -1  
  50  61    2247     -1  
  54  62    891      1   
  56  74    4805     2   
  64  75    2857     1   
  66  75    1867     3   
  66  78    1911     4   
  70  71    184      -1  
  73  78    1152     -1  
End
