NMec = 2020
T = 17
P = 2
Profits not ignored
Best Profit = 21267
Best Assigned = 32514
Solution time = 3.154e-04
Task date  Profit    P
  0   15    1500     0   
  4   26    2958     1   
  9   24    2335     -1  
  12  22    1831     -1  
  21  38    2647     0   
  25  42    3471     -1  
  26  46    4091     -1  
  37  58    2477     1   
  39  49    2670     0   
  44  56    1836     -1  
  49  57    1071     -1  
  62  80    3932     0   
  65  79    2700     1   
  67  81    2161     -1  
  68  82    2567     -1  
  71  83    1235     -1  
  77  84    1289     -1  
End
