NMec = 2020
T = 15
P = 7
Profits not ignored
Best Profit = 23972
Best Assigned = 0
Solution time = 6.406e-04
Task date  Profit    P
  1   18    3678     0   
  1   18    3061     1   
  2   17    2225     2   
  4   10    1982     3   
  4   17    1949     4   
  4   27    2082     5   
  5   19    1587     6   
  6   22    2196     -1  
  7   15    1607     -1  
  11  23    1368     3   
  16  19    638      -1  
  18  27    1218     2   
  19  25    1588     0   
  24  29    924      1   
  24  29    1405     3   
End
