NMec = 2020
T = 23
P = 7
Profits not ignored
Best Profit = 37496
Best Assigned = -2019124760
Solution time = 2.466e-02
Task date  Profit    P
  0   15    1764     0   
  1   15    2471     1   
  1   23    5724     2   
  2   18    1682     3   
  2   18    2713     4   
  2   18    4534     5   
  2   24    4327     6   
  3   27    2521     -1  
  5   32    5676     -1  
  6   13    2085     -1  
  6   21    3131     -1  
  8   23    2773     -1  
  9   23    958      -1  
  10  23    2218     -1  
  10  32    3554     -1  
  11  26    1530     -1  
  11  29    4397     -1  
  13  29    1497     -1  
  14  29    2785     -1  
  17  31    4135     0   
  20  25    1362     1   
  21  30    1002     3   
  22  28    537      4   
End
