NMec = 2020
T = 37
P = 6
Profits not ignored
Best Profit = 49936
Best Assigned = 32744
Solution time = 1.207e+02
Task date  Profit    P
  1   47    10853    0   
  4   28    2821     1   
  4   38    3716     2   
  7   32    2438     3   
  9   12    335      4   
  9   26    2554     5   
  10  12    693      -1  
  12  33    2665     -1  
  13  18    1172     4   
  13  21    1862     -1  
  14  21    1630     -1  
  14  25    1508     -1  
  14  25    2512     -1  
  16  31    1070     -1  
  16  35    3534     -1  
  16  38    6200     -1  
  17  28    2066     -1  
  19  34    1922     4   
  21  27    1199     -1  
  21  32    2319     -1  
  23  30    768      -1  
  23  33    3066     -1  
  27  37    1162     5   
  30  43    2371     1   
  32  41    1624     -1  
  32  47    1879     -1  
  32  60    2948     -1  
  37  51    1438     3   
  37  58    4880     4   
  38  51    2182     5   
  40  51    1276     2   
  41  60    2145     -1  
  45  49    706      1   
  45  59    2271     -1  
  46  50    662      -1  
  46  56    1025     -1  
  51  56    1081     0   
End
