NMec = 2020
T = 31
P = 3
Profits not ignored
Best Profit = 39007
Best Assigned = 195
Solution time = 1.783e-01
Task date  Profit    P
  0   103   8526     0   
  4   21    1129     1   
  6   32    7050     2   
  10  22    986      -1  
  10  32    2410     -1  
  12  28    3231     -1  
  13  20    1034     -1  
  13  22    653      -1  
  14  21    920      -1  
  14  24    2877     -1  
  15  18    233      -1  
  17  28    1219     -1  
  21  32    1317     -1  
  21  33    1439     -1  
  27  32    644      1   
  29  58    4118     -1  
  29  68    4648     -1  
  31  53    1576     -1  
  33  51    1744     1   
  36  47    1463     2   
  36  54    1850     -1  
  37  49    1886     -1  
  45  55    2597     -1  
  57  63    1862     1   
  58  68    1469     2   
  61  69    947      -1  
  63  84    1838     -1  
  71  86    4455     1   
  75  101   5479     2   
  84  93    1574     -1  
  100 102   169      1   
End
