NMec = 2020
T = 36
P = 1
Profits not ignored
Best Profit = 59163
Best Assigned = 1123768217
Solution time = 9.719e-02
Task date  Profit    P
  0   359   59163    0   
  5   130   20402    -1  
  14  23    1928     -1  
  29  41    2002     -1  
  38  47    847      -1  
  43  54    1268     -1  
  51  68    1750     -1  
  51  74    5103     -1  
  64  78    1775     -1  
  68  105   2511     -1  
  85  96    754      -1  
  85  177   8962     -1  
  97  273   16300    -1  
  110 118   1737     -1  
  112 123   1545     -1  
  115 120   450      -1  
  122 130   2245     -1  
  125 137   1193     -1  
  149 167   2435     -1  
  155 163   880      -1  
  168 185   3229     -1  
  191 197   1260     -1  
  194 203   1540     -1  
  210 227   2489     -1  
  252 272   2674     -1  
  262 272   2321     -1  
  264 274   2627     -1  
  265 272   1042     -1  
  270 275   736      -1  
  290 315   4383     -1  
  310 329   2170     -1  
  331 352   2884     -1  
  334 338   1193     -1  
  336 341   1226     -1  
  339 349   1079     -1  
  341 346   1088     -1  
End
