NMec = 2020
T = 35
P = 5
Profits not ignored
Best Profit = 54991
Best Assigned = 268071472
Solution time = 5.483e+00
Task date  Profit    P
  0   64    8411     0   
  1   19    2780     1   
  3   8     1123     2   
  4   57    3491     3   
  4   68    7905     4   
  9   21    1768     2   
  10  67    12061    -1  
  11  17    601      -1  
  13  26    1390     -1  
  13  32    2122     -1  
  15  33    2605     -1  
  15  68    11562    -1  
  16  30    1686     -1  
  16  58    8578     -1  
  20  37    2315     1   
  21  46    2185     -1  
  23  37    1246     2   
  24  36    2101     -1  
  24  41    1055     -1  
  25  33    828      -1  
  25  45    5265     -1  
  27  50    2325     -1  
  28  45    2229     -1  
  34  43    764      -1  
  34  45    2703     -1  
  37  52    1337     -1  
  47  54    1717     1   
  47  59    2943     2   
  47  68    4691     -1  
  49  53    775      -1  
  49  57    1547     -1  
  49  68    2269     -1  
  50  58    1695     -1  
  54  65    1773     -1  
  65  68    520      0   
End
