NMec = 2020
T = 38
P = 6
Profits not ignored
Best Profit = 61919
Best Assigned = 32547
Solution time = 5.484e+01
Task date  Profit    P
  0   61    11995    0   
  2   26    5939     1   
  5   12    1866     2   
  5   18    3628     3   
  6   14    1238     4   
  9   30    1903     5   
  9   62    7289     -1  
  11  20    769      -1  
  15  26    1096     2   
  15  32    1666     4   
  15  37    2246     -1  
  17  20    670      -1  
  17  41    3499     -1  
  17  59    7599     -1  
  19  58    7069     3   
  20  40    3147     -1  
  21  44    2902     -1  
  21  54    7434     -1  
  25  46    2022     -1  
  26  35    2741     -1  
  26  40    4170     -1  
  30  42    2219     1   
  32  41    1507     2   
  33  47    1685     4   
  35  46    1945     5   
  35  56    5983     -1  
  37  49    2326     -1  
  37  57    4018     -1  
  38  60    1985     -1  
  40  57    1358     -1  
  41  50    2123     -1  
  41  60    2561     -1  
  42  60    3559     2   
  43  49    537      1   
  43  57    2081     -1  
  45  54    1469     -1  
  46  55    1426     -1  
  51  56    965      1   
End
