NMec = 2020
T = 17
P = 3
Profits not ignored
Best Profit = 23095
Best Assigned = 0
Solution time = 1.393e-04
Task date  Profit    P
  3   12    917      0   
  4   18    1947     1   
  6   42    4542     2   
  6   56    7903     -1  
  12  29    1818     -1  
  14  36    2026     0   
  14  48    6654     -1  
  15  30    2255     -1  
  16  33    2331     -1  
  16  38    3868     -1  
  17  35    4478     -1  
  23  41    2622     1   
  24  34    1074     -1  
  27  54    5674     -1  
  30  36    747      -1  
  39  48    2025     0   
  42  53    2098     1   
End
