NMec = 2020
T = 25
P = 1
Profits not ignored
Best Profit = 31403
Best Assigned = 0
Solution time = 1.896e-03
Task date  Profit    P
  8   224   30065    0   
  24  41    1807     -1  
  57  59    672      -1  
  59  66    897      -1  
  60  70    1877     -1  
  64  81    3536     -1  
  75  83    970      -1  
  77  85    521      -1  
  79  88    944      -1  
  90  95    813      -1  
  97  123   2233     -1  
  98  104   497      -1  
  119 132   2033     -1  
  122 133   2876     -1  
  131 147   2239     -1  
  152 162   1353     -1  
  170 174   1321     -1  
  170 194   2952     -1  
  180 194   2724     -1  
  191 195   281      -1  
  198 204   943      -1  
  202 217   3890     -1  
  206 227   5172     -1  
  223 230   2245     -1  
  240 249   1338     0   
End
