NMec = 2020
T = 22
P = 1
Profits not ignored
Best Profit = 29281
Best Assigned = 32564
Solution time = 6.805e-04
Task date  Profit    P
  4   14    2452     0   
  6   29    1831     -1  
  25  40    2141     0   
  37  57    3572     -1  
  46  58    2810     0   
  48  66    4444     -1  
  48  71    4740     -1  
  79  93    3442     0   
  96  114   3551     0   
  98  114   2419     -1  
  126 138   2536     0   
  131 138   1240     -1  
  142 160   2949     0   
  156 172   3263     -1  
  162 183   2258     0   
  165 175   1357     -1  
  166 185   2187     -1  
  178 195   1869     -1  
  179 190   2132     -1  
  193 213   3981     0   
  197 202   1287     -1  
  211 218   1114     -1  
End
