NMec = 2020
T = 30
P = 3
Profits not ignored
Best Profit = 47368
Best Assigned = 7
Solution time = 6.648e-02
Task date  Profit    P
  1   10    1507     0   
  4   30    7583     1   
  6   46    4159     2   
  8   24    2894     -1  
  9   96    16567    -1  
  10  77    4328     -1  
  20  94    7213     0   
  22  34    1806     -1  
  26  39    1146     -1  
  26  73    8994     -1  
  27  36    1033     -1  
  28  52    2702     -1  
  34  89    8054     1   
  35  44    1942     -1  
  38  45    577      -1  
  39  48    716      -1  
  39  56    2906     -1  
  44  57    2570     -1  
  44  62    1860     -1  
  44  66    6028     -1  
  50  62    3176     2   
  54  61    522      -1  
  54  70    2568     -1  
  61  74    3735     -1  
  70  84    1777     2   
  71  73    240      -1  
  71  76    910      -1  
  72  86    3066     -1  
  77  86    980      -1  
  80  91    2236     -1  
End
