NMec = 2020
T = 24
P = 2
Profits not ignored
Best Profit = 24489
Best Assigned = 1
Solution time = 3.616e-03
Task date  Profit    P
  8   22    1422     0   
  12  18    1893     1   
  13  22    2374     -1  
  15  22    1985     -1  
  19  30    1801     1   
  20  34    2464     -1  
  30  37    896      0   
  31  37    1269     1   
  31  39    663      -1  
  33  73    3006     -1  
  36  44    1808     -1  
  45  47    340      0   
  46  63    1459     1   
  46  64    4691     -1  
  60  68    1728     0   
  60  79    3505     -1  
  61  88    4014     -1  
  63  66    868      -1  
  69  91    3542     0   
  74  84    1727     1   
  76  93    3833     -1  
  80  88    2312     -1  
  80  96    1676     -1  
  85  102   1359     1   
End
