NMec = 2020
T = 25
P = 8
Profits not ignored
Best Profit = 36412
Best Assigned = -149408672
Solution time = 6.774e-02
Task date  Profit    P
  1   22    5301     0   
  2   18    1519     1   
  3   13    2341     2   
  3   19    2308     3   
  4   29    2450     4   
  5   13    1322     5   
  5   21    2120     6   
  5   28    5205     7   
  6   22    1682     -1  
  7   27    2446     -1  
  8   29    2430     -1  
  10  23    1058     -1  
  10  27    2217     -1  
  11  20    2566     -1  
  11  23    1264     -1  
  11  27    3453     -1  
  12  24    2901     -1  
  14  29    4386     2   
  14  30    3069     5   
  15  30    2882     -1  
  15  30    3174     -1  
  18  22    608      -1  
  18  25    1098     -1  
  19  29    3010     1   
  21  25    1066     3   
End
