NMec = 98495
T = 22
P = 1
Profits not ignored
Solution time = 2.776e-04
Best Profit = 30298
Terminal Cases = 21483
Task date  Profit    P
  2   99    21447    0   
  3   9     798      -1  
  5   32    4497     -1  
  11  28    1778     -1  
  19  42    2666     -1  
  32  40    917      -1  
  40  48    1179     -1  
  48  67    2350     -1  
  58  60    325      -1  
  88  107   1694     -1  
  93  104   1474     -1  
  105 110   531      0   
  140 149   1565     0   
  145 152   1584     -1  
  153 171   2480     0   
  158 170   2469     -1  
  169 190   3468     -1  
  171 189   2194     -1  
  183 194   2999     0   
  186 204   3763     -1  
  201 209   822      0   
  209 214   493      -1  
End
