NMec = 98495
T = 31
P = 4
Profits not ignored
Solution time = 1.009e+00
Best Profit = 48283
Terminal Cases = 132185086
Task date  Profit    P
  0   75    14166    0   
  1   9     1025     1   
  1   22    2539     2   
  5   70    7381     3   
  6   19    1330     -1  
  6   27    2666     -1  
  7   29    4063     -1  
  8   27    2473     -1  
  10  29    3291     1   
  11  26    2365     -1  
  17  28    726      -1  
  21  33    2788     -1  
  21  34    1261     -1  
  24  28    452      2   
  27  40    2061     -1  
  29  41    1145     2   
  30  57    4036     1   
  32  46    3541     -1  
  34  44    1518     -1  
  38  59    4877     -1  
  40  56    4339     -1  
  42  61    4165     2   
  51  57    1330     -1  
  51  59    1206     -1  
  52  68    2563     -1  
  55  63    1997     -1  
  61  74    2896     1   
  62  68    839      2   
  67  69    228      -1  
  69  71    752      2   
  71  76    852      3   
End
