NMec = 98495
T = 21
P = 7
Profits not ignored
Solution time = 3.533e-03
Best Profit = 25879
Terminal Cases = 310384
Task date  Profit    P
  0   19    3131     0   
  1   13    1384     1   
  1   25    2434     2   
  2   13    3263     3   
  3   17    1965     4   
  3   18    2152     5   
  3   20    3803     6   
  4   28    2798     -1  
  5   24    2819     -1  
  7   19    2896     -1  
  8   23    2858     -1  
  8   28    2143     -1  
  9   13    1224     -1  
  9   26    1387     -1  
  9   28    5251     -1  
  10  21    2036     -1  
  10  24    1920     -1  
  11  26    2948     -1  
  12  19    1049     -1  
  14  21    1729     1   
  15  21    1017     3   
End
