NMec = 98495
T = 17
P = 1
Profits not ignored
Solution time = 2.428e-05
Best Profit = 32358
Terminal Cases = 1353
Task date  Profit    P
  1   17    2994     0   
  7   11    777      -1  
  14  38    5301     -1  
  19  132   26319    0   
  24  161   23623    -1  
  25  36    2523     -1  
  26  45    1623     -1  
  64  71    1472     -1  
  96  103   1699     -1  
  96  109   2695     -1  
  125 126   280      -1  
  134 151   1505     0   
  136 140   1022     -1  
  138 163   3003     -1  
  142 161   2023     -1  
  144 167   1851     -1  
  146 155   1209     -1  
End
