NMec = 98495
T = 35
P = 1
Profits not ignored
Solution time = 1.140e-01
Best Profit = 40980
Terminal Cases = 6013440
Task date  Profit    P
  8   12    931      0   
  13  24    2192     0   
  18  26    907      -1  
  21  32    1374     -1  
  53  65    2286     0   
  56  62    1541     -1  
  59  69    1752     -1  
  60  77    2260     -1  
  62  85    5741     -1  
  86  108   2366     0   
  117 125   2181     0   
  122 132   1345     -1  
  122 136   1369     -1  
  126 141   2832     0   
  145 164   3887     0   
  172 192   5224     0   
  178 205   2774     -1  
  214 220   1222     0   
  231 234   801      0   
  248 265   4342     0   
  255 269   2040     -1  
  261 287   3129     -1  
  264 268   983      -1  
  264 324   5388     -1  
  268 278   1950     0   
  287 291   975      0   
  290 301   1665     -1  
  291 316   2254     -1  
  297 308   1796     0   
  306 312   722      -1  
  311 320   2304     0   
  317 336   1719     -1  
  323 336   1649     0   
  326 337   2236     -1  
  335 347   1719     -1  
End
